IF set: {'37'}  THEN set: {'1'}  CONFIDENCE: 0.9362745098039216
IF set: {'40', '48', '56', '60', '39', '86', '92'}  THEN set: {'14'}  CONFIDENCE: 0.9885057471264368
IF set: {'48', '56', '60', '39', '86', '14', '92'}  THEN set: {'40'}  CONFIDENCE: 0.86
IF set: {'48', '38', '56', '60', '39', '86', '92'}  THEN set: {'14', '40'}  CONFIDENCE: 0.8431372549019608
IF set: {'48', '38', '56', '92', '39', '86', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8309178743961353
IF set: {'38', '60', '92', '40', '48', '56', '86', '14'}  THEN set: {'39'}  CONFIDENCE: 1.0
IF set: {'38', '60', '92', '39', '40', '48', '56', '14'}  THEN set: {'86'}  CONFIDENCE: 1.0
IF set: {'38', '60', '92', '39', '40', '48', '56', '86'}  THEN set: {'14'}  CONFIDENCE: 0.9885057471264368
IF set: {'38', '92', '39', '40', '48', '56', '86', '14'}  THEN set: {'60'}  CONFIDENCE: 0.9662921348314607
IF set: {'60', '92', '39', '40', '48', '56', '86', '14'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '60', '92', '39', '48', '56', '86', '14'}  THEN set: {'40'}  CONFIDENCE: 0.86
IF set: {'86', '23', '56'}  THEN set: {'60', '58', '14', '40'}  CONFIDENCE: 0.832258064516129
IF set: {'60', '86', '23', '56'}  THEN set: {'58', '14', '40'}  CONFIDENCE: 0.8775510204081632
IF set: {'86', '23', '56', '14'}  THEN set: {'60', '58', '40'}  CONFIDENCE: 0.8486842105263158
IF set: {'56', '60', '86', '23', '14'}  THEN set: {'58', '40'}  CONFIDENCE: 0.8896551724137931
IF set: {'38', '86', '23', '56'}  THEN set: {'60', '58', '14', '40'}  CONFIDENCE: 0.839344262295082
IF set: {'38', '56', '60', '86', '23'}  THEN set: {'58', '14', '40'}  CONFIDENCE: 0.8707482993197279
IF set: {'38', '56', '86', '23', '14'}  THEN set: {'60', '58', '40'}  CONFIDENCE: 0.8504983388704319
IF set: {'38', '56', '60', '86', '23', '14'}  THEN set: {'58', '40'}  CONFIDENCE: 0.8827586206896552
IF set: {'60', '23', '41', '14'}  THEN set: {'58', '86', '40'}  CONFIDENCE: 0.7551020408163265
IF set: {'58', '41', '60', '23', '14'}  THEN set: {'86', '40'}  CONFIDENCE: 0.7731343283582089
IF set: {'60', '38', '23', '41'}  THEN set: {'58', '86', '14', '40'}  CONFIDENCE: 0.7041095890410959
IF set: {'58', '38', '41', '60', '23'}  THEN set: {'86', '14', '40'}  CONFIDENCE: 0.7198879551820728
IF set: {'38', '41', '60', '23', '14'}  THEN set: {'58', '86', '40'}  CONFIDENCE: 0.7626112759643917
IF set: {'58', '38', '41', '60', '23', '14'}  THEN set: {'86', '40'}  CONFIDENCE: 0.7787878787878788
IF set: {'41', '56', '60', '23', '14'}  THEN set: {'86', '40'}  CONFIDENCE: 0.7434402332361516
IF set: {'38', '41', '56', '60', '23'}  THEN set: {'86', '14', '40'}  CONFIDENCE: 0.6931506849315069
IF set: {'38', '41', '56', '60', '23', '14'}  THEN set: {'86', '40'}  CONFIDENCE: 0.7507418397626113
IF set: {'41', '60', '23', '14', '59'}  THEN set: {'58', '86', '40'}  CONFIDENCE: 0.7551020408163265
IF set: {'58', '41', '60', '23', '14', '59'}  THEN set: {'86', '40'}  CONFIDENCE: 0.7731343283582089
IF set: {'38', '41', '60', '23', '59'}  THEN set: {'58', '86', '14', '40'}  CONFIDENCE: 0.7041095890410959
IF set: {'58', '38', '41', '60', '23', '59'}  THEN set: {'86', '14', '40'}  CONFIDENCE: 0.7198879551820728
IF set: {'38', '41', '60', '23', '14', '59'}  THEN set: {'58', '86', '40'}  CONFIDENCE: 0.7626112759643917
IF set: {'58', '38', '41', '60', '23', '14', '59'}  THEN set: {'86', '40'}  CONFIDENCE: 0.7787878787878788
IF set: {'41', '56', '60', '23', '14', '59'}  THEN set: {'86', '40'}  CONFIDENCE: 0.7434402332361516
IF set: {'38', '41', '56', '60', '23', '59'}  THEN set: {'86', '14', '40'}  CONFIDENCE: 0.6931506849315069
IF set: {'38', '41', '56', '60', '23', '14', '59'}  THEN set: {'86', '40'}  CONFIDENCE: 0.7507418397626113
IF set: {'39', '86', '23', '56'}  THEN set: {'92', '14', '40'}  CONFIDENCE: 0.7322580645161291
IF set: {'56', '39', '23', '86', '14'}  THEN set: {'92', '40'}  CONFIDENCE: 0.7467105263157895
IF set: {'38', '56', '39', '23', '86'}  THEN set: {'92', '40'}  CONFIDENCE: 0.7508196721311475
IF set: {'56', '60', '39', '23', '86'}  THEN set: {'40'}  CONFIDENCE: 0.8571428571428571
IF set: {'56', '60', '39', '23', '86', '14'}  THEN set: {'40'}  CONFIDENCE: 0.8586206896551725
IF set: {'38', '56', '60', '39', '23', '86'}  THEN set: {'14', '40'}  CONFIDENCE: 0.8469387755102041
IF set: {'38', '56', '39', '23', '86', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8272425249169435
IF set: {'38', '56', '60', '39', '23', '86', '14'}  THEN set: {'40'}  CONFIDENCE: 0.8586206896551725
IF set: {'92', '86', '104'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8636363636363636
IF set: {'60', '86', '104', '40'}  THEN set: {'92'}  CONFIDENCE: 0.8221153846153846
IF set: {'92', '86', '104', '40'}  THEN set: {'60'}  CONFIDENCE: 0.9941860465116279
IF set: {'60', '86', '104', '92'}  THEN set: {'40'}  CONFIDENCE: 0.8769230769230769
IF set: {'86', '38', '104', '40'}  THEN set: {'60', '92'}  CONFIDENCE: 0.8104265402843602
IF set: {'92', '86', '38', '104'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8636363636363636
IF set: {'38', '60', '86', '104', '40'}  THEN set: {'92'}  CONFIDENCE: 0.8221153846153846
IF set: {'38', '92', '86', '104', '40'}  THEN set: {'60'}  CONFIDENCE: 0.9827586206896551
IF set: {'60', '104', '40', '86', '92'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '60', '86', '104', '92'}  THEN set: {'40'}  CONFIDENCE: 0.8769230769230769
IF set: {'86', '104', '14', '40'}  THEN set: {'60', '92'}  CONFIDENCE: 0.8104265402843602
IF set: {'92', '86', '104', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8636363636363636
IF set: {'60', '86', '104', '14', '40'}  THEN set: {'92'}  CONFIDENCE: 0.8221153846153846
IF set: {'92', '86', '104', '14', '40'}  THEN set: {'60'}  CONFIDENCE: 0.9941860465116279
IF set: {'60', '86', '104', '14', '92'}  THEN set: {'40'}  CONFIDENCE: 0.8769230769230769
IF set: {'38', '86', '104', '14', '40'}  THEN set: {'60', '92'}  CONFIDENCE: 0.8104265402843602
IF set: {'38', '92', '86', '104', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8636363636363636
IF set: {'38', '60', '86', '104', '14', '40'}  THEN set: {'92'}  CONFIDENCE: 0.8221153846153846
IF set: {'38', '60', '104', '40', '86', '92'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'38', '92', '86', '104', '14', '40'}  THEN set: {'60'}  CONFIDENCE: 0.9827586206896551
IF set: {'60', '104', '40', '86', '14', '92'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '60', '86', '104', '14', '92'}  THEN set: {'40'}  CONFIDENCE: 0.8769230769230769
IF set: {'86', '38', '104'}  THEN set: {'60', '40'}  CONFIDENCE: 0.6956521739130435
IF set: {'60', '86', '38', '104'}  THEN set: {'40'}  CONFIDENCE: 0.7074829931972789
IF set: {'86', '104', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 0.6956521739130435
IF set: {'60', '86', '104', '14'}  THEN set: {'40'}  CONFIDENCE: 0.7074829931972789
IF set: {'86', '38', '104', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 0.6956521739130435
IF set: {'38', '60', '86', '104', '14'}  THEN set: {'40'}  CONFIDENCE: 0.7074829931972789
IF set: {'104', '39', '86'}  THEN set: {'60', '40'}  CONFIDENCE: 0.7307692307692307
IF set: {'104', '39', '86', '40'}  THEN set: {'60'}  CONFIDENCE: 0.9884393063583815
IF set: {'60', '104', '39', '86'}  THEN set: {'40'}  CONFIDENCE: 0.7402597402597403
IF set: {'92', '104', '39', '86'}  THEN set: {'40'}  CONFIDENCE: 0.8686868686868687
IF set: {'104', '39', '86', '14'}  THEN set: {'92', '40'}  CONFIDENCE: 0.7350427350427351
IF set: {'104', '39', '86', '14', '40'}  THEN set: {'92'}  CONFIDENCE: 0.9942196531791907
IF set: {'92', '104', '39', '86', '40'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'92', '104', '39', '86', '14'}  THEN set: {'40'}  CONFIDENCE: 0.8686868686868687
IF set: {'104', '39', '38', '86'}  THEN set: {'60', '40'}  CONFIDENCE: 0.7307692307692307
IF set: {'38', '104', '39', '86', '40'}  THEN set: {'60'}  CONFIDENCE: 0.9884393063583815
IF set: {'60', '104', '39', '86', '40'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '60', '104', '39', '86'}  THEN set: {'40'}  CONFIDENCE: 0.7402597402597403
IF set: {'60', '104', '39', '86', '14'}  THEN set: {'40'}  CONFIDENCE: 0.7402597402597403
IF set: {'38', '104', '39', '86', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 0.7307692307692307
IF set: {'38', '60', '104', '39', '86', '40'}  THEN set: {'14'}  CONFIDENCE: 1.0
IF set: {'38', '104', '39', '86', '14', '40'}  THEN set: {'60'}  CONFIDENCE: 0.9884393063583815
IF set: {'60', '104', '39', '86', '14', '40'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '60', '104', '39', '86', '14'}  THEN set: {'40'}  CONFIDENCE: 0.7402597402597403
IF set: {'23', '104', '40'}  THEN set: {'60', '86'}  CONFIDENCE: 0.9223300970873787
IF set: {'86', '23', '104'}  THEN set: {'60', '40'}  CONFIDENCE: 0.8407079646017699
IF set: {'60', '23', '104', '40'}  THEN set: {'86'}  CONFIDENCE: 0.9313725490196079
IF set: {'86', '23', '104', '40'}  THEN set: {'60'}  CONFIDENCE: 0.9895833333333334
IF set: {'60', '86', '23', '104'}  THEN set: {'40'}  CONFIDENCE: 0.8482142857142857
IF set: {'92', '23', '41', '14'}  THEN set: {'60', '86', '40'}  CONFIDENCE: 0.7992565055762082
IF set: {'92', '86', '23', '41'}  THEN set: {'60', '14', '40'}  CONFIDENCE: 1.2427745664739884
IF set: {'41', '60', '40', '23', '92'}  THEN set: {'86', '14'}  CONFIDENCE: 0.9347826086956522
IF set: {'41', '92', '23', '14', '40'}  THEN set: {'60', '86'}  CONFIDENCE: 0.9641255605381166
IF set: {'41', '92', '86', '23', '40'}  THEN set: {'60', '14'}  CONFIDENCE: 0.9817351598173516
IF set: {'41', '60', '23', '14', '92'}  THEN set: {'86', '40'}  CONFIDENCE: 0.8022388059701493
IF set: {'41', '60', '86', '23', '92'}  THEN set: {'14', '40'}  CONFIDENCE: 1.2427745664739884
IF set: {'41', '92', '86', '23', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 1.235632183908046
IF set: {'41', '60', '40', '23', '14', '92'}  THEN set: {'86'}  CONFIDENCE: 0.9684684684684685
IF set: {'41', '60', '40', '23', '86', '92'}  THEN set: {'14'}  CONFIDENCE: 0.9862385321100917
IF set: {'41', '92', '86', '23', '14', '40'}  THEN set: {'60'}  CONFIDENCE: 0.9953703703703703
IF set: {'41', '60', '86', '23', '14', '92'}  THEN set: {'40'}  CONFIDENCE: 1.2427745664739884
IF set: {'38', '41', '60', '23', '92'}  THEN set: {'86', '14', '40'}  CONFIDENCE: 0.7543859649122807
IF set: {'38', '41', '92', '23', '14'}  THEN set: {'60', '86', '40'}  CONFIDENCE: 0.8022388059701493
IF set: {'38', '41', '92', '86', '23'}  THEN set: {'60', '14', '40'}  CONFIDENCE: 1.2427745664739884
IF set: {'38', '41', '60', '40', '23', '92'}  THEN set: {'86', '14'}  CONFIDENCE: 0.947136563876652
IF set: {'38', '41', '92', '23', '14', '40'}  THEN set: {'60', '86'}  CONFIDENCE: 0.9641255605381166
IF set: {'38', '41', '92', '86', '23', '40'}  THEN set: {'60', '14'}  CONFIDENCE: 0.9817351598173516
IF set: {'38', '41', '60', '23', '14', '92'}  THEN set: {'86', '40'}  CONFIDENCE: 0.8052434456928839
IF set: {'38', '41', '60', '86', '23', '92'}  THEN set: {'14', '40'}  CONFIDENCE: 1.2427745664739884
IF set: {'38', '41', '92', '86', '23', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 1.235632183908046
IF set: {'38', '41', '60', '40', '23', '14', '92'}  THEN set: {'86'}  CONFIDENCE: 0.9684684684684685
IF set: {'38', '41', '60', '40', '23', '86', '92'}  THEN set: {'14'}  CONFIDENCE: 0.9862385321100917
IF set: {'38', '41', '92', '86', '23', '14', '40'}  THEN set: {'60'}  CONFIDENCE: 0.9953703703703703
IF set: {'41', '60', '40', '23', '86', '14', '92'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '41', '60', '86', '23', '14', '92'}  THEN set: {'40'}  CONFIDENCE: 1.2427745664739884
IF set: {'39', '23', '41'}  THEN set: {'60', '40', '86', '14', '92'}  CONFIDENCE: 0.7074829931972789
IF set: {'60', '39', '23', '41'}  THEN set: {'92', '86', '14', '40'}  CONFIDENCE: 0.7098976109215017
IF set: {'39', '23', '41', '14'}  THEN set: {'60', '86', '92', '40'}  CONFIDENCE: 0.7298245614035088
IF set: {'92', '39', '23', '41'}  THEN set: {'60', '86', '14', '40'}  CONFIDENCE: 0.8455284552845529
IF set: {'41', '92', '39', '23', '40'}  THEN set: {'60', '86', '14'}  CONFIDENCE: 0.9585253456221198
IF set: {'41', '60', '39', '23', '14'}  THEN set: {'92', '86', '40'}  CONFIDENCE: 0.7323943661971831
IF set: {'41', '60', '39', '23', '92'}  THEN set: {'86', '14', '40'}  CONFIDENCE: 0.8489795918367347
IF set: {'41', '92', '39', '23', '14'}  THEN set: {'60', '86', '40'}  CONFIDENCE: 0.8630705394190872
IF set: {'41', '92', '39', '23', '86'}  THEN set: {'60', '14', '40'}  CONFIDENCE: 1.2023121387283238
IF set: {'40', '41', '60', '39', '23', '92'}  THEN set: {'86', '14'}  CONFIDENCE: 0.9629629629629629
IF set: {'41', '92', '39', '23', '14', '40'}  THEN set: {'60', '86'}  CONFIDENCE: 0.9719626168224299
IF set: {'41', '92', '39', '23', '86', '40'}  THEN set: {'60', '14'}  CONFIDENCE: 0.9811320754716981
IF set: {'41', '60', '39', '23', '86', '14'}  THEN set: {'92', '40'}  CONFIDENCE: 1.0612244897959184
IF set: {'41', '60', '39', '23', '14', '92'}  THEN set: {'86', '40'}  CONFIDENCE: 0.8666666666666667
IF set: {'41', '60', '39', '23', '86', '92'}  THEN set: {'14', '40'}  CONFIDENCE: 1.2023121387283238
IF set: {'41', '92', '39', '23', '86', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 1.1954022988505748
IF set: {'41', '60', '39', '23', '86', '14', '40'}  THEN set: {'92'}  CONFIDENCE: 1.223529411764706
IF set: {'40', '41', '60', '39', '23', '14', '92'}  THEN set: {'86'}  CONFIDENCE: 0.9765258215962441
IF set: {'40', '41', '60', '39', '23', '86', '92'}  THEN set: {'14'}  CONFIDENCE: 0.985781990521327
IF set: {'41', '92', '39', '23', '86', '14', '40'}  THEN set: {'60'}  CONFIDENCE: 0.9952153110047847
IF set: {'41', '60', '39', '23', '86', '14', '92'}  THEN set: {'40'}  CONFIDENCE: 1.2023121387283238
IF set: {'38', '39', '23', '41'}  THEN set: {'60', '40', '86', '14', '92'}  CONFIDENCE: 0.7098976109215017
IF set: {'38', '41', '60', '39', '23'}  THEN set: {'92', '86', '14', '40'}  CONFIDENCE: 0.7123287671232876
IF set: {'38', '41', '39', '23', '14'}  THEN set: {'60', '86', '92', '40'}  CONFIDENCE: 0.7323943661971831
IF set: {'38', '41', '92', '39', '23'}  THEN set: {'60', '86', '14', '40'}  CONFIDENCE: 0.8455284552845529
IF set: {'38', '41', '92', '39', '23', '40'}  THEN set: {'60', '86', '14'}  CONFIDENCE: 0.9585253456221198
IF set: {'38', '41', '60', '39', '23', '14'}  THEN set: {'92', '86', '40'}  CONFIDENCE: 0.734982332155477
IF set: {'38', '41', '60', '39', '23', '92'}  THEN set: {'86', '14', '40'}  CONFIDENCE: 0.8489795918367347
IF set: {'38', '41', '92', '39', '23', '14'}  THEN set: {'60', '86', '40'}  CONFIDENCE: 0.8630705394190872
IF set: {'38', '41', '92', '39', '23', '86'}  THEN set: {'60', '14', '40'}  CONFIDENCE: 1.2023121387283238
IF set: {'40', '38', '41', '60', '39', '23', '92'}  THEN set: {'86', '14'}  CONFIDENCE: 0.9629629629629629
IF set: {'38', '41', '92', '39', '23', '14', '40'}  THEN set: {'60', '86'}  CONFIDENCE: 0.9719626168224299
IF set: {'38', '41', '92', '39', '23', '86', '40'}  THEN set: {'60', '14'}  CONFIDENCE: 0.9811320754716981
IF set: {'38', '41', '60', '39', '23', '86', '14'}  THEN set: {'92', '40'}  CONFIDENCE: 1.0612244897959184
IF set: {'38', '41', '60', '39', '23', '14', '92'}  THEN set: {'86', '40'}  CONFIDENCE: 0.8666666666666667
IF set: {'38', '41', '60', '39', '23', '86', '92'}  THEN set: {'14', '40'}  CONFIDENCE: 1.2023121387283238
IF set: {'38', '41', '92', '39', '23', '86', '14'}  THEN set: {'60', '40'}  CONFIDENCE: 1.1954022988505748
IF set: {'38', '41', '60', '92', '23', '40', '86', '14'}  THEN set: {'39'}  CONFIDENCE: 0.9674418604651163
IF set: {'38', '41', '60', '39', '23', '40', '86', '14'}  THEN set: {'92'}  CONFIDENCE: 1.223529411764706
IF set: {'38', '41', '60', '92', '39', '23', '40', '14'}  THEN set: {'86'}  CONFIDENCE: 0.9765258215962441
IF set: {'38', '41', '60', '92', '39', '23', '40', '86'}  THEN set: {'14'}  CONFIDENCE: 0.985781990521327
IF set: {'38', '41', '92', '39', '23', '40', '86', '14'}  THEN set: {'60'}  CONFIDENCE: 0.9952153110047847
IF set: {'41', '60', '92', '39', '23', '40', '86', '14'}  THEN set: {'38'}  CONFIDENCE: 1.0
IF set: {'38', '41', '60', '92', '39', '23', '86', '14'}  THEN set: {'40'}  CONFIDENCE: 1.2023121387283238
IF set: {'41', '39', '23', '56'}  THEN set: {'60', '40', '86', '14', '92'}  CONFIDENCE: 0.7172413793103448
IF set: {'41', '56', '92', '23', '40'}  THEN set: {'60', '39', '86', '14'}  CONFIDENCE: 0.9004329004329005
IF set: {'41', '56', '39', '23', '40'}  THEN set: {'60', '86', '14', '92'}  CONFIDENCE: 1.2163742690058479
IF set: {'41', '56', '60', '39', '23'}  THEN set: {'92', '86', '14', '40'}  CONFIDENCE: 0.7197231833910035
IF set: {'41', '56', '92', '23', '14'}  THEN set: {'60', '39', '86', '40'}  CONFIDENCE: 0.7732342007434945
IF set: {'41', '56', '39', '23', '14'}  THEN set: {'60', '86', '92', '40'}  CONFIDENCE: 0.7298245614035088
IF set: {'41', '56', '92', '86', '23'}  THEN set: {'60', '39', '14', '40'}  CONFIDENCE: 1.2023121387283238
IF set: {'41', '56', '39', '23', '86'}  THEN set: {'60', '92', '14', '40'}  CONFIDENCE: 1.0666666666666667
IF set: {'41', '56', '92', '39', '23'}  THEN set: {'60', '86', '14', '40'}  CONFIDENCE: 0.8455284552845529
IF set: {'56', '60', '23', '14', '92'}  THEN set: {'39', '86', '41', '40'}  CONFIDENCE: 0.7455197132616488
IF set: {'56', '60', '39', '23', '92'}  THEN set: {'86', '41', '14', '40'}  CONFIDENCE: 0.832
IF set: {'41', '56', '60', '40', '23', '92'}  THEN set: {'39', '86', '14'}  CONFIDENCE: 0.9043478260869565
IF set: {'41', '56', '60', '39', '23', '40'}  THEN set: {'92', '86', '14'}  CONFIDENCE: 1.2163742690058479
IF set: {'41', '56', '92', '23', '14', '40'}  THEN set: {'60', '39', '86'}  CONFIDENCE: 0.9327354260089686
IF set: {'41', '56', '39', '23', '14', '40'}  THEN set: {'60', '86', '92'}  CONFIDENCE: 0.8559670781893004
IF set: {'41', '56', '92', '86', '23', '40'}  THEN set: {'60', '39', '14'}  CONFIDENCE: 0.9497716894977168
IF set: {'41', '56', '39', '23', '86', '40'}  THEN set: {'60', '14', '92'}  CONFIDENCE: 0.8702928870292888
IF set: {'41', '56', '92', '39', '23', '40'}  THEN set: {'60', '86', '14'}  CONFIDENCE: 0.9585253456221198
IF set: {'56', '60', '40', '23', '14', '92'}  THEN set: {'39', '86', '41'}  CONFIDENCE: 0.9244444444444444
IF set: {'40', '56', '60', '39', '23', '92'}  THEN set: {'86', '41', '14'}  CONFIDENCE: 0.9122807017543859
IF set: {'41', '56', '60', '23', '14', '92'}  THEN set: {'39', '86', '40'}  CONFIDENCE: 0.7761194029850746
IF set: {'41', '56', '60', '39', '23', '14'}  THEN set: {'92', '86', '40'}  CONFIDENCE: 0.7323943661971831
IF set: {'41', '56', '60', '86', '23', '92'}  THEN set: {'39', '14', '40'}  CONFIDENCE: 1.2023121387283238
IF set: {'41', '56', '60', '39', '23', '86'}  THEN set: {'92', '14', '40'}  CONFIDENCE: 1.0666666666666667
IF set: {'41', '56', '60', '39', '23', '92'}  THEN set: {'86', '14', '40'}  CONFIDENCE: 0.8489795918367347
IF set: {'41', '56', '92', '86', '23', '14'}  THEN set: {'60', '39', '40'}  CONFIDENCE: 1.2093023255813953
IF set: {'41', '56', '39', '23', '86', '14'}  THEN set: {'60', '92', '40'}  CONFIDENCE: 1.0890052356020943
IF set: {'41', '56', '92', '39', '23', '14'}  THEN set: {'60', '86', '40'}  CONFIDENCE: 0.8630705394190872
IF set: {'41', '56', '92', '39', '23', '86'}  THEN set: {'60', '14', '40'}  CONFIDENCE: 1.2023121387283238
IF set: {'56', '60', '86', '23', '14', '92'}  THEN set: {'39', '41', '40'}  CONFIDENCE: 0.8489795918367347
IF set: {'56', '60', '39', '23', '14', '92'}  THEN set: {'86', '41', '40'}  CONFIDENCE: 0.8489795918367347
IF set: {'56', '60', '39', '23', '86', '92'}  THEN set: {'41', '14', '40'}  CONFIDENCE: 0.8353413654618473
IF set: {'41', '56', '60', '40', '23', '14', '92'}  THEN set: {'39', '86'}  CONFIDENCE: 0.9369369369369369
IF set: {'41', '56', '60', '39', '23', '14', '40'}  THEN set: {'92', '86'}  CONFIDENCE: 0.859504132231405
IF set: {'41', '56', '60', '40', '23', '86', '92'}  THEN set: {'39', '14'}  CONFIDENCE: 0.9541284403669725
IF set: {'41', '56', '60', '39', '23', '86', '40'}  THEN set: {'92', '14'}  CONFIDENCE: 0.8739495798319328
IF set: {'40', '41', '56', '60', '39', '23', '92'}  THEN set: {'86', '14'}  CONFIDENCE: 0.9629629629629629
IF set: {'41', '56', '92', '86', '23', '14', '40'}  THEN set: {'60', '39'}  CONFIDENCE: 0.9629629629629629
IF set: {'41', '56', '39', '23', '86', '14', '40'}  THEN set: {'60', '92'}  CONFIDENCE: 0.8813559322033898
IF set: {'41', '56', '92', '39', '23', '14', '40'}  THEN set: {'60', '86'}  CONFIDENCE: 0.9719626168224299
IF set: {'41', '56', '92', '39', '23', '86', '40'}  THEN set: {'60', '14'}  CONFIDENCE: 0.9811320754716981
IF set: {'56', '60', '40', '23', '86', '14', '92'}  THEN set: {'39', '41'}  CONFIDENCE: 0.9454545454545454
IF set: {'40', '56', '60', '39', '23', '14', '92'}  THEN set: {'86', '41'}  CONFIDENCE: 0.9244444444444444
IF set: {'40', '56', '60', '39', '23', '86', '92'}  THEN set: {'41', '14'}  CONFIDENCE: 0.9327354260089686
IF set: {'41', '56', '60', '86', '23', '14', '92'}  THEN set: {'39', '40'}  CONFIDENCE: 1.2093023255813953
IF set: {'41', '56', '60', '39', '23', '86', '14'}  THEN set: {'92', '40'}  CONFIDENCE: 1.0890052356020943
