,comp4500_comp7500,engg7302,coms4507_coms7507,metr4202_metr7202,infs3200_infs7907,elec4400_elec7402,csse4011_csse7411,deco4500_deco7450,elec7901,coms7305,coms7307,csse7023,comp3506_comp7505,coms7308,comp3702_comp7702,elec2004,elec7902,coms4105_coms7410,comp7402_comp4403,coms3200_coms7201,coms4200_coms7200,comp7840_comp7860_comp7880,comp6803_comp7801_comp7861_comp7881,comp6804_comp7802_comp7862_comp7882,csse2310_csse7231,csse7610,infs4203_infs7203,deco1800_deco7180,deco2800_deco7280,deco3801_deco7381,deco3800_deco7380,deco6801_deco6802,deco1100_deco7110,deco2300_deco7230,elec4620_elec7462,csse4010_csse7410,csse4004_csse7014,elec3300_elec7302,elec7310,elec2003,elec3400_elec7401,csse3010_csse7301,engg1200,engg7830_metr7830,engg7802_engg7802_engg7804,engg7806_engg7807_engg7808,engg7800,engg7820_metr7820,aero4200,elec3100_elec7101,deco2200,cosc7502_cosc3500,deco2500_deco7250,elec4630_elec7463,infs7410,coms3000_coms7003,infs7900,scie2100,csse2010_csse7201,metr4201_metr7200,engg1300,engg1100,infs1200,csse1001_csse7030,engg4000,deco1400_deco7140,comp4702_comp7703,deco7860_deco7861_deco7862,metr2800,metr4810,elec4403_elec7403,elec4601_elec7606,coms4104_coms7104,csse4603_csse7032,elec4320_elec7420,cosc2500,comp3301_comp7308,coms4103_coms7400,deco3850_deco7385,elec7309,elec4302_elec7311,elec4300_elec7303,csse2002,engg4800,coms7310,infs2200_infs7903,elec7313,engg7811,metr3100,infs3204_infs7204,elec3004_elec7312,deco7350_deco3500,infs4205_infs7205,csse3006_csse7306,engg7000,engg4020_engg7020,engg2800,engg4810,csse3002_csse7001,infs1300_infs7130,scie1000,engg4805,engg4801,engg4802,metr4900_metr4901,elec7051,cosc3000,infs3202_infs7202
s0002546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,5,,,2,,,,,,,,4,6,5,,6,6,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
s0002547,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,6,,,,,,,,,,6,5,,,,,,,,,,,,,,,6,,,,5,,,,,,,,,7,,,,,,,,,,,,,,,,3
s0002548,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,7,,,7,,,,,,,,,,,,,,,,6,,6,7,,6,,,,,4,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
s0002549,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,5,,7,,,,,,,,,,,,,,,,,,,,7,,,,6,,,,,,,,,,,,,,,,,,7
s0002550,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,4,4,,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,4,,,5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,,
s0002551,,,,6,,6,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,7,,,,,,7,,,,,
s0002552,,,,5,,6,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,4,,5,6,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,7,,,,,,,,,,,
s0002553,,,,,7,,,,,,,5,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,5,,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
s0002554,,,,5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,7,,,,,,,,,,,,,,4,7,,,,,5,,,,,,,,,,,,,,,,,,,
s0002555,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,6,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,3,,4,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
s0002556,,,,,,,,,,,,,,,,4,,,,,,,,,3,,,,,,,,,,,,,,,3,,,4,,,,,,,,,,,,,,,,4,,4,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
s0002557,6,,,,6,,,,,,,,7,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,7,,,,,,,6,,,,,,,7,,,,,,,,,,,
s0002558,,,,6,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,6,,,,,5,,,7,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,
s0002559,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,5,,,6,,,,,,,,,,,,,,,,5,,6,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,4,,,,,,,,,,,
s0002560,,,,,6,,,,,,,,,,,,,,,7,6,,7,,,,7,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,7,,,,,,,,,,,,,,,,,,7
s0002561,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,5,,5,,,,,,,,,,4,,,,,,,,,,,,,4,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,7,,,,,,6,,,,,
s0002562,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,6,,,,,,,,,,,,,,,,6
s0002563,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,6,,4,,,,,4,,5,,,,,,,,,,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,4
s0002564,,,,,6,,,,,,,,4,,,,,,,,,,,,,,,6,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,6,5,,6,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
s0002565,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,6,,,,,,,,,,,,,,,,,,6,,,,,,,,6,,,,7,5,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,6,,,,,,,
s0002566,,6,,7,,,6,,6,,,,,,,,6,,,,,,,,,,,,,,,,,,,5,,,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s0002567,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,5,4,,,,,,,,,,,,,,,6,,,,,,6,,,,,
s0002568,,,,6,,,,,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,4,,,,,5,,,,,,,,,,,,,,,,,,,,4,,5,,,,,,,,,,,,,,,,,
s0002569,,,,5,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,4,,,,,,6,,,,,,,,,,,,,6,,,,,,5,,,,,
s0002570,,,,5,,4,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,7,,5,5,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,6,,,,,
s0002571,,,,,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,4,,,4,,,,6,,,,,,,,,,,,,,,,,,4
s0002572,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,,,,,,,1,,,,,,,,,3,,5,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
s0002573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,5,,5,,,,,,3,,,,4,4,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,
s0002574,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,4,,,,,,,,,,4,2,,,5,,,,,,,,,,,,,,,,,,,2,,,,,,,,6,,,,,,2,,,,,,,,,,,
s0002575,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,5,,,,,,,,,,,,,,,,,,4,,5,,,,,,,,,,1,2,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,
s0002576,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4,4,,,,,,,,,,,,,,,,,,,2,,,4,,,,4,,,,,,,,,,,,,,,,,,5
s0002577,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,5,,
s0002578,,,,,5,,,4,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,5,,,4,5,,,,,,,,,,,,
s0002579,,,,5,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,5,,,,,4,,,,,,,,,,,,,,6,,,,,,4,,,,,,,,,,,,,,,,7,,,
s0002580,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,6,,,,,7,,,5,,,6,,,,,,,,,,,,,4,,,,,,,6,,,,
s0002581,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,4,4
s0002582,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,6,5,,,,,,,,,,2,,,,,,,,,3,,,,,,,,,,,,,,4,2,7,,,,,,,,,
s0002583,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,4,,,4,,,,,,5,,,,,,,,,,,,,7,,,,,,4,,,,,
s0002584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,4,,,,,,,,,,,4,4,6,4,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s0002585,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,4,6,4,,,,,,,,,,,,,5,,,,,,,,,,,,,
s0002586,,,,6,,5,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,6,,,,,,5,,,,,,,,,,,,,,,,5,,,
s0002587,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,7,,5,,,,,,,,,,4,5,,7,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,6,,,,,,,,
s0002588,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,,,,,,,,,,,,,,,,4,,5,6,,5,,,,,4,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
s0002589,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,5,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,2,,,6,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,5,,,,,,,,
s0002590,,,,3,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,7,,,,,,,,,,,,,,5,,,,,,4,,,,,,,,,,,,,,,,4,,,
s0002591,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,,5,,,,,6,,7,,,,,,,,,,,,,,,,,,,,6,,,,6,,,,,,,,,,,,,,,,,,7
s0002592,,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,4,5,,,,,,,,,,,,,,,4,,,,,,,,,,,,
s0002593,,,,,,5,,,,,,,,,,4,,,,6,,,,,,,,,,,,,,,,,,5,,5,4,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
s0002594,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,,4,4,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,4,,3,,,,,,,,,,,,,5,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
s0002595,,5,,,,,,,5,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,7,,2,,,,,,,,,,,,,,4,,,,,,,,,,,,
s0002596,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4,,,,7,,,,,,,,,,,,,,,5,,,,,,6,,,,,
s0002597,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,5,7,,,,,,,,,,,,,,5,5,,,,,,,,,,,,
s0002598,,,,5,,,6,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,6,,,,,6,,,,,,,,,,,,,,5,,,,,,,,6,,,,,,,,,,,,,,6,,,
s0002599,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,5,,,5,2,,,,,,,,,,,,,,,6,,,,,,5,,,,,
s0002600,,,,6,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,7,,,,,,,,7,,,,,,5,,,,,,,,,,,,,,,,,,,,,,7,,7,
s0002601,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,4,,,,,,,,4,4,,,,,,,,,,4,,
s0002602,,,6,,,,,,,,,,,,,,,,,6,6,,7,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,5,,,,,,,,,,,,,,,6
s0002603,,,,,,,,,,,,,7,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,6,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,5,,,,7,,,,,
s0002604,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,6
s0002605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6,,,,,,,,,,,,,,,,6
s0002606,,,,7,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,,6,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,7,,,
s0002607,,,,,,,,,,,,4,,,,,,,,6,,,,,,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,
s0002608,,,,,,6,,,,,,,,,,4,,,,5,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,6,,,,,,6,,,,,
s0002609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,4,,,,3,,6,,,,,,,,,,,,,5,,,,,,3,,,,,
s0002610,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,6,,,,,,,,,,6,,,,,,7,,6,5,7,6,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
s0002611,,,,,,,,,,,,,,,5,,,,,,,,,,3,,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,6,,,,,6,,6,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,5,,,,,,,,,,,
s0002612,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,6,,,,,,,,,,,,,,,,3,5,4,6,,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s0002613,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,6,4,,,,,,,,,,,,,,,,,,,5,,,,,,2,,,,4,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,
s0002614,,,,,,5,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,5,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,5,,,,,
s0002615,,,,,,5,,,,,,,,,,4,,,,2,,,,,,,,,,,,,,,,,,4,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,6,,,,,
s0002616,,,,5,,,,,,,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,7,,,,,7,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,
s0002617,,,,,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,6,,6,6,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,7,,,,,,7,,,,,
s0002618,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,5,4,,5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,4,,,,,,,,
s0002619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,4,4,,,,,,,,,,,,,,,4,,,,2,,,,,,,,,5,,,,,,,,6,,,,,,,,4
s0002620,,,,,,6,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,,4,4,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,5,,,,,,7,,,,,
s0002621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,4,,,,,,,,,,,,,,,,,,,3,,6,,6,5,,6,,,,,,,,,,,,,,,,,2,,,5,,,,,,,,,,,,,,,,,,,,,,
s0002622,,,,,5,,,,,,,,3,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,6,6,,,,,,,,,,,,,,,,,,,5,,,6,,,,,,,,,,,,,,,6,,,,,,,
s0002623,,,5,,7,,,,,,,,5,,5,,,,,,,,7,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s0002624,,,,,,,,,,,,,4,,6,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,5,,,,5,5,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,7,
s0002625,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,3,,,,,,,5,,,5,,,,3,,,,,,,,,,,,,,,,,,4
s0002626,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,6,,,,3,,,,,,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,
s0002627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,6,,,,,,,,,,,,,,,,4,,5,4,5,5,,5,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
s0002628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,4,,,5,,,6,6,,,,,,,,,,,,,,,6,,,,,,5,,,,,
s0002629,,4,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,5,,6,,,,,,,,,,,,,5,,,,,,,,,,,4,,
s0002630,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,4,,,6,,,,,,,,,,,,,,,,4,,4,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
s0002631,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,4,5,,,,,,,,,4
s0002632,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,7,,,,5,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,5,,,,4,,,,,,,,,,,,,,,,,,
s0002633,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,4,,,,,,7,4
s0002634,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,7,6,,6,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,7
s0002635,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,4,,5,,,,,,,,,,2,2,,3,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,
s0002636,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3,,4,,,,,,,,,,3,,,,,,,,,,,,,,,5,,,,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,4,,,,,,6,,,,,
s0002637,,,,,,,,,,,,4,5,,5,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,6,,4,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
s0002638,,,5,,6,,,,,,,,,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,6,,4,,,,,,,,,,,,,7
s0002639,,,,5,,,,,,,,,,,,4,,,,,,,,,2,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,4,,,,,4,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,
s0002640,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,5,,5,,,,,,,,,,6,,,,,,,,,,,,,,7,,,,,,,,,6,,,,,4,,,,,,,,,,,,,,,,,,,5,,,,,,6,,,,,
s0002641,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,,,,,,,,,,,,,,,,2,,4,5,,4,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
s0002642,,,,,,,,5,,,,,,,,,,,,,,,,,,,,5,,,,,6,6,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,6,,,,,,,,,,,,,,,5,,,,,,,,,,,,,6,,,,,,,,6,,,,,,,,
s0002643,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,6,,,,,,,,,,,,,,,,,,7,,3,,,,,,,,,,5,6,,6,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,5
s0002644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,5,6,6,6,7,6,,,,,,,,,,,,,,,,,,,5,,,,,,5,,,,,,,,,,,,,,,,,,,
s0002645,,,,,6,,,,,,,,5,,5,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,7,6,,,,,,,,,,,,,,,,,,,5,,,6,,,,,,,,,,,,,,,,,,,,,,
s0002646,,,,,,,,,,,,,,,6,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7,6,,,,,,,,,,,,,,,,,,,5,,,,,,,7,,,,,,,,,7,,,,,,,,,7
s0002647,,,,5,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,6,,,,,,,,,,,,,,4,,,,,,5,,,,,,,,,,,,,,,,4,,,
s0002648,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,4,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,7,,6,,,,,,,6,,,,,,,,,,,,,,,7,,,,,,5,,,,,
s0002649,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,5,,5,,,,,2,,,,4
s0002650,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,6,,,,,,,,,,,,,,,,5,,6,6,,5,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,
s0002651,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,4,,7,,,,,,,,,,,,,,,,,,,,7,,,,7,,,,,,,,,,,,,,,,,,7
s0002652,,,,6,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,6,,,,,7,,,,,,,,,,,,,,4,,,,,,5,,,,,,,,,,,,,,,,6,,,
